prediction,name
1,AMP2063
0,nonAMP137954
0,nonAMP118420
1,AMP248
0,AMP3243
1,AMP1187
0,nonAMP134804
0,nonAMP139467
0,nonAMP114215
0,nonAMP63123
0,nonAMP132095
0,nonAMP43011
0,nonAMP117988
1,AMP2735
1,AMP2404
1,AMP3112
1,AMP2387
0,AMP2460
0,nonAMP21760
0,nonAMP30727
1,AMP737
0,nonAMP73576
0,nonAMP50950
0,nonAMP46767
1,AMP3233
1,AMP117
0,nonAMP59525
0,nonAMP37350
0,AMP2183
1,nonAMP4929
1,AMP1112
1,AMP419
1,AMP775
1,AMP1724
0,nonAMP105695
1,AMP3107
0,nonAMP5635
1,AMP747
0,nonAMP155077
0,nonAMP68375
1,AMP1926
0,AMP2190
0,nonAMP123964
0,nonAMP71364
0,nonAMP38044
1,AMP2539
0,nonAMP151115
1,AMP2276
1,nonAMP6225
1,AMP2101
1,nonAMP153139
0,nonAMP96398
1,AMP3265
1,AMP2653
1,AMP936
0,nonAMP6187
1,AMP2426
0,nonAMP40685
1,nonAMP114431
1,AMP1779
1,AMP743
0,nonAMP89298
1,AMP127
0,AMP1345
1,AMP3016
1,AMP1269
0,nonAMP74916
1,AMP805
1,AMP1867
1,AMP53
0,nonAMP65570
0,nonAMP25926
1,nonAMP3133
0,nonAMP36919
1,AMP433
0,nonAMP83204
0,nonAMP156125
0,nonAMP7837
0,nonAMP140099
1,AMP1320
1,AMP602
1,AMP1387
1,AMP2599
0,nonAMP44072
1,AMP2506
1,AMP974
1,AMP2398
0,AMP1332
0,AMP2065
1,nonAMP83616
1,AMP470
0,nonAMP130448
0,nonAMP47258
1,AMP1941
1,AMP2251
0,nonAMP29494
1,AMP2580
0,nonAMP80456
0,AMP2157
1,AMP2073
0,nonAMP92436
0,nonAMP75203
1,nonAMP38458
1,AMP710
1,AMP1404
0,nonAMP93400
0,nonAMP135929
1,AMP2809
1,nonAMP120853
1,AMP2220
1,AMP1425
0,AMP3003
1,AMP2242
0,nonAMP29053
1,nonAMP144849
0,nonAMP103593
0,nonAMP71931
0,nonAMP122944
1,AMP1209
0,AMP2146
0,nonAMP103580
1,AMP1056
0,nonAMP71652
0,nonAMP48384
1,AMP1364
0,nonAMP142850
1,nonAMP57949
1,AMP1531
0,nonAMP122011
1,AMP1942
0,nonAMP17158
0,AMP2105
0,AMP2428
1,AMP2874
1,AMP423
1,nonAMP98581
0,nonAMP159894
1,AMP1004
0,nonAMP39216
0,nonAMP14769
0,nonAMP143156
0,nonAMP14131
1,AMP2408
1,AMP3139
1,AMP1543
0,nonAMP142397
1,nonAMP106248
1,AMP3059
0,nonAMP17283
0,nonAMP88131
1,AMP2498
1,AMP1958
0,nonAMP72347
0,nonAMP38372
0,nonAMP135997
0,nonAMP4894
0,nonAMP39866
1,nonAMP81095
0,nonAMP130492
0,AMP2821
0,nonAMP72136
1,AMP714
1,nonAMP33210
1,nonAMP108800
0,nonAMP86715
1,AMP2728
0,nonAMP75546
0,nonAMP71909
1,AMP260
1,AMP3078
0,nonAMP4774
0,nonAMP113564
0,nonAMP2333
0,nonAMP4321
1,AMP1663
1,AMP2761
1,AMP519
1,AMP572
0,nonAMP125038
0,nonAMP131235
1,AMP1639
1,AMP2188
0,nonAMP100221
0,nonAMP58923
1,AMP2959
1,AMP3235
0,nonAMP149900
1,AMP2454
1,AMP2062
1,nonAMP85391
0,nonAMP26799
1,AMP1200
1,AMP1399
1,AMP1619
1,AMP2546
1,AMP1247
0,nonAMP36862
1,AMP2152
1,AMP438
1,AMP172
1,AMP1021
0,nonAMP90994
1,AMP2790
0,nonAMP19157
0,AMP797
1,nonAMP121831
0,nonAMP46476
0,nonAMP4746
1,AMP2351
1,AMP766
0,nonAMP22023
0,nonAMP72421
0,nonAMP58281
1,AMP2692
1,AMP1089
1,nonAMP77386
0,nonAMP7318
0,nonAMP97687
1,AMP1009
0,AMP2431
1,AMP2056
1,AMP109
1,AMP716
1,AMP1774
1,AMP1182
0,AMP1561
1,AMP768
0,nonAMP158703
0,nonAMP56266
0,nonAMP146794
0,nonAMP30280
0,nonAMP157478
1,AMP1838
0,nonAMP155121
0,nonAMP129016
0,nonAMP43619
0,nonAMP137477
0,nonAMP159950
0,nonAMP109208
0,nonAMP147205
0,nonAMP76912
1,AMP950
1,AMP140
0,nonAMP70411
1,AMP2955
1,AMP1903
0,nonAMP32164
0,nonAMP46203
0,nonAMP46691
0,nonAMP153912
0,nonAMP101107
1,AMP1943
1,AMP1765
0,nonAMP85800
1,AMP1710
1,AMP2744
0,nonAMP94284
1,AMP67
0,nonAMP162438
0,nonAMP2235
1,AMP1347
0,nonAMP59750
1,AMP1206
0,nonAMP134604
0,nonAMP161850
1,AMP2092
1,nonAMP53586
0,nonAMP84459
1,AMP264
0,nonAMP90210
1,AMP2465
0,nonAMP68448
0,nonAMP132760
0,nonAMP19051
1,AMP821
1,AMP2342
1,AMP711
1,AMP2365
1,AMP2726
0,nonAMP73841
1,nonAMP88853
0,nonAMP149333
0,nonAMP125794
0,AMP4
0,AMP2509
1,AMP394
0,nonAMP27825
1,AMP493
1,AMP3041
0,nonAMP98968
1,AMP176
0,nonAMP128624
1,AMP535
1,AMP1211
1,AMP3180
1,nonAMP52433
0,nonAMP119479
1,nonAMP136322
0,nonAMP28539
0,AMP2280
0,nonAMP37213
0,nonAMP57290
1,nonAMP40291
0,nonAMP95872
0,nonAMP59696
1,AMP1432
0,nonAMP19577
1,AMP1204
0,nonAMP57907
1,AMP2786
0,nonAMP132119
1,AMP2110
1,AMP1889
1,AMP1860
0,nonAMP125014
1,AMP682
1,nonAMP39368
0,nonAMP71337
0,nonAMP121461
0,nonAMP103750
1,nonAMP150849
1,AMP2441
1,AMP818
1,AMP236
1,nonAMP76072
1,AMP3174
0,nonAMP117078
1,AMP211
0,AMP2170
1,nonAMP51827
1,AMP1834
1,AMP309
1,AMP1980
1,AMP901
0,AMP2634
1,nonAMP91347
1,AMP896
1,nonAMP128600
1,AMP1822
1,AMP190
1,AMP2729
1,AMP1994
0,nonAMP106591
0,nonAMP57656
0,AMP2589
1,AMP1075
0,nonAMP127137
0,nonAMP106638
1,nonAMP110886
0,nonAMP26854
1,AMP356
0,nonAMP1638
1,AMP2373
1,AMP2518
0,nonAMP151347
0,nonAMP139876
1,nonAMP100893
0,nonAMP18171
1,AMP789
1,AMP2008
0,AMP3142
0,AMP30
0,nonAMP128081
1,AMP2853
0,nonAMP97366
0,nonAMP163940
0,nonAMP14461
1,nonAMP156668
0,nonAMP87862
1,AMP2480
0,nonAMP25032
1,AMP2234
1,nonAMP62564
1,AMP909
1,AMP1030
1,AMP1659
0,nonAMP138844
1,AMP3082
0,nonAMP69240
0,AMP1254
0,AMP673
0,nonAMP101609
0,nonAMP66647
0,nonAMP16720
1,AMP2598
0,nonAMP135233
1,AMP1975
0,nonAMP37956
0,nonAMP42623
1,AMP476
1,AMP1334
0,nonAMP79920
0,AMP3237
0,nonAMP157906
0,AMP1298
0,nonAMP166551
1,AMP1062
1,nonAMP79539
0,nonAMP27469
0,nonAMP113212
0,nonAMP25525
1,AMP2800
1,AMP804
1,AMP2204
1,nonAMP57506
0,nonAMP139372
1,AMP368
1,AMP2676
1,AMP1929
0,nonAMP102262
1,AMP436
0,nonAMP151834
0,nonAMP71006
0,nonAMP149464
0,nonAMP100090
1,AMP78
0,nonAMP52580
1,AMP2085
0,nonAMP41845
0,nonAMP148500
1,AMP1441
1,AMP1220
0,AMP337
0,nonAMP107333
0,nonAMP90148
0,AMP352
1,AMP2644
1,AMP1955
1,AMP1430
1,AMP87
1,AMP1962
1,AMP2624
1,AMP1702
1,AMP1631
1,nonAMP165270
1,AMP1647
1,AMP96
1,nonAMP30128
1,AMP1973
1,AMP1506
0,nonAMP67486
0,nonAMP64511
1,AMP2077
1,AMP2213
1,AMP275
1,AMP2528
1,AMP547
0,nonAMP48987
1,AMP2565
1,AMP1956
1,AMP361
0,nonAMP96730
0,nonAMP29156
1,nonAMP53834
1,AMP2014
0,AMP1271
1,AMP1341
1,AMP857
0,nonAMP31828
0,nonAMP87459
0,nonAMP45766
0,nonAMP137747
0,AMP244
1,AMP2898
1,AMP2381
0,nonAMP42982
1,AMP3261
1,AMP993
1,AMP2954
1,AMP1982
1,nonAMP143420
1,nonAMP163386
0,nonAMP96182
0,nonAMP71510
1,AMP38
1,AMP1558
1,AMP2987
1,nonAMP147043
1,AMP1976
0,nonAMP43624
1,AMP84
0,nonAMP42041
1,nonAMP77434
0,nonAMP145266
1,AMP529
0,nonAMP2758
1,AMP1725
1,nonAMP28518
1,nonAMP111806
1,nonAMP96459
1,AMP3012
0,nonAMP60293
0,nonAMP3035
1,AMP3248
1,nonAMP29817
1,AMP1609
1,nonAMP83795
0,nonAMP64502
1,AMP1706
0,nonAMP147298
0,nonAMP39557
0,nonAMP101434
1,AMP1102
0,AMP2173
1,AMP761
1,AMP1025
0,nonAMP58367
0,nonAMP4381
1,AMP887
0,nonAMP68692
1,AMP1518
0,nonAMP85158
0,AMP1175
0,nonAMP105400
0,nonAMP48434
1,AMP1374
1,AMP3155
0,nonAMP90924
1,nonAMP122827
1,nonAMP78323
1,AMP2344
0,nonAMP139932
0,nonAMP128289
0,nonAMP39961
0,nonAMP131442
0,nonAMP75649
1,AMP2652
0,nonAMP152959
1,AMP2368
1,AMP1628
0,nonAMP100768
0,AMP3118
0,AMP3262
0,nonAMP56572
1,AMP365
1,AMP947
0,nonAMP136452
1,AMP576
1,AMP1529
1,AMP1505
0,AMP3088
0,nonAMP100192
0,nonAMP116088
1,AMP2861
0,nonAMP49685
1,nonAMP23522
1,AMP1855
1,AMP2534
0,nonAMP89325
1,AMP864
1,AMP2935
0,AMP1463
1,AMP2541
1,AMP37
1,AMP3179
0,nonAMP100906
0,nonAMP108521
0,nonAMP62970
1,AMP73
0,nonAMP74784
0,nonAMP33790
0,nonAMP26115
0,nonAMP40236
1,AMP1966
0,nonAMP79522
1,nonAMP51953
0,nonAMP37713
1,AMP596
0,nonAMP95134
0,nonAMP96575
0,nonAMP112793
1,nonAMP54524
0,nonAMP29463
0,nonAMP86984
0,nonAMP30132
1,AMP1448
0,nonAMP24350
1,AMP852
1,AMP2395
1,AMP860
1,AMP2262
0,nonAMP41390
0,nonAMP118415
1,AMP2162
1,AMP1393
0,nonAMP155379
0,nonAMP57415
0,AMP2982
0,nonAMP83233
1,nonAMP79881
0,nonAMP38399
0,nonAMP119425
1,AMP1718
1,AMP1613
1,AMP1712
1,AMP1038
1,AMP2260
0,nonAMP82088
1,AMP1977
1,AMP819
1,AMP1477
0,AMP2087
1,nonAMP59211
0,nonAMP75854
0,nonAMP132412
0,nonAMP96651
1,AMP597
1,AMP515
1,nonAMP53122
0,nonAMP20762
1,AMP1020
1,AMP329
1,AMP2332
0,nonAMP135496
0,nonAMP145249
0,nonAMP156217
0,nonAMP158209
1,AMP1105
0,nonAMP101391
1,AMP2694
0,nonAMP77152
0,nonAMP6385
0,nonAMP70897
1,nonAMP73047
0,nonAMP133863
1,AMP284
0,AMP3147
1,AMP2301
1,AMP3171
0,AMP2088
0,nonAMP16903
1,AMP3249
1,AMP577
1,AMP2922
1,AMP601
0,nonAMP158155
1,AMP2499
1,AMP2169
0,nonAMP160861
1,AMP822
1,AMP2983
1,nonAMP55294
0,nonAMP160221
1,AMP205
1,AMP1312
1,AMP942
0,nonAMP92042
0,nonAMP68441
0,nonAMP25072
0,nonAMP128339
0,nonAMP12604
1,AMP782
0,nonAMP92920
0,nonAMP102033
1,AMP2701
0,nonAMP25532
1,AMP1479
1,AMP2358
0,nonAMP145376
1,AMP2375
1,AMP2876
1,AMP1299
1,AMP842
0,AMP3186
0,nonAMP46969
0,nonAMP20858
1,AMP3196
1,nonAMP21321
1,AMP3030
0,nonAMP10079
0,nonAMP59968
0,nonAMP120518
1,AMP1525
1,AMP1864
1,AMP2798
0,nonAMP106122
1,AMP941
0,nonAMP133428
1,AMP2586
1,nonAMP51647
0,nonAMP140117
1,AMP2317
1,AMP1288
1,nonAMP33862
0,nonAMP10857
1,nonAMP158319
0,nonAMP56372
0,nonAMP17653
1,AMP1839
1,AMP1502
1,AMP376
1,AMP403
1,AMP1521
1,AMP968
0,nonAMP63075
1,nonAMP13212
0,nonAMP128427
0,nonAMP55354
1,AMP2403
1,AMP2409
1,AMP174
0,nonAMP85701
1,AMP1144
0,nonAMP103612
0,nonAMP73959
1,AMP1590
1,AMP969
1,AMP1738
0,nonAMP53225
1,AMP548
0,nonAMP73507
1,AMP68
0,nonAMP110659
1,AMP2656
1,AMP1391
1,AMP1465
0,nonAMP79190
0,nonAMP114360
0,nonAMP4042
1,nonAMP48519
1,AMP1671
0,nonAMP39692
1,AMP430
1,AMP979
1,AMP1262
1,AMP615
1,AMP1767
0,nonAMP47194
0,AMP2470
1,AMP1992
0,nonAMP45606
0,nonAMP55012
0,nonAMP120767
1,AMP773
0,nonAMP17711
0,nonAMP72075
1,AMP3135
1,AMP2933
1,AMP2305
1,nonAMP18036
1,nonAMP121919
1,nonAMP100138
1,AMP1224
0,nonAMP78152
0,nonAMP62397
1,AMP3167
0,nonAMP93545
1,AMP1426
0,nonAMP65148
1,AMP2575
1,nonAMP81700
0,AMP1361
0,nonAMP91460
1,AMP2267
1,AMP2043
1,AMP1680
0,nonAMP164662
0,nonAMP112087
1,AMP783
0,nonAMP102373
0,nonAMP91914
1,AMP2364
0,nonAMP58108
1,AMP3098
0,AMP3126
1,AMP2557
1,AMP273
0,nonAMP64076
1,nonAMP137345
0,nonAMP1880
0,nonAMP79590
1,AMP1919
1,AMP2290
1,AMP228
1,nonAMP48509
0,nonAMP138841
0,nonAMP43014
0,nonAMP48220
1,AMP2334
1,AMP689
1,AMP1154
0,nonAMP93736
1,AMP2773
1,nonAMP131631
1,AMP298
1,AMP962
0,AMP1028
1,AMP963
1,AMP1143
0,nonAMP117749
0,nonAMP105138
0,nonAMP41237
1,AMP95
0,nonAMP111387
1,AMP1611
0,nonAMP9811
1,AMP1859
1,AMP2446
1,AMP2845
0,nonAMP82561
0,nonAMP20253
1,AMP2324
1,nonAMP72444
0,nonAMP126569
1,AMP1303
0,nonAMP144430
1,AMP2612
1,nonAMP74994
0,AMP2125
0,nonAMP8329
1,AMP813
1,nonAMP808
1,AMP840
1,AMP1216
0,nonAMP38403
0,nonAMP13227
0,nonAMP133254
0,nonAMP92150
0,nonAMP91392
1,AMP1018
0,nonAMP56103
0,nonAMP115280
0,nonAMP155957
1,nonAMP92088
0,nonAMP108538
1,nonAMP3559
0,nonAMP105312
0,nonAMP103078
1,AMP2643
0,nonAMP125067
1,AMP1654
0,nonAMP13763
1,AMP306
0,AMP1125
0,nonAMP94701
1,nonAMP38029
0,nonAMP120327
0,nonAMP39813
0,nonAMP72752
0,nonAMP34254
0,nonAMP105575
1,nonAMP28749
1,AMP1788
1,AMP2109
0,nonAMP83301
1,nonAMP8426
1,nonAMP53034
0,nonAMP87420
0,AMP702
1,AMP1452
0,nonAMP54528
1,nonAMP104418
1,AMP279
1,nonAMP88811
0,nonAMP148150
0,AMP1630
0,nonAMP70464
0,AMP3156
1,AMP1773
1,AMP1729
0,AMP3119
0,nonAMP4065
0,nonAMP138644
0,nonAMP162813
1,AMP803
1,AMP931
1,AMP499
1,AMP2279
1,AMP1895
1,AMP1193
1,AMP1033
0,nonAMP73714
1,nonAMP6213
1,AMP641
1,nonAMP147484
1,AMP2684
0,nonAMP15048
0,nonAMP55647
0,AMP238
0,nonAMP63273
1,AMP599
0,nonAMP129782
1,AMP2830
0,nonAMP24544
1,AMP1761
1,AMP1741
0,nonAMP85221
1,AMP3076
0,nonAMP59903
1,AMP2175
1,AMP2814
1,AMP1939
1,AMP2614
0,nonAMP31013
1,AMP2796
1,AMP1620
0,nonAMP139933
0,nonAMP135935
0,nonAMP43389
0,nonAMP84090
1,AMP196
0,nonAMP149883
0,nonAMP87562
0,nonAMP132875
1,AMP2353
0,AMP1602
0,nonAMP105227
0,nonAMP36379
0,nonAMP121383
1,AMP984
0,nonAMP21606
1,AMP2512
0,nonAMP134722
1,AMP1984
1,AMP2291
1,nonAMP107673
1,AMP720
0,nonAMP146291
1,AMP1870
1,AMP2651
1,AMP784
1,AMP3168
1,AMP1618
1,AMP311
1,AMP926
0,nonAMP14814
0,nonAMP102986
0,nonAMP59117
1,nonAMP161468
0,nonAMP26037
0,nonAMP61119
0,nonAMP41121
1,AMP2298
1,AMP1961
0,nonAMP150566
0,nonAMP146486
1,nonAMP77161
1,AMP2347
0,nonAMP139879
0,nonAMP60203
1,AMP465
0,nonAMP92964
1,nonAMP23394
1,AMP662
1,AMP2641
1,AMP2742
0,nonAMP76640
0,nonAMP52373
1,nonAMP38311
0,nonAMP19825
0,nonAMP48899
1,AMP2789
0,nonAMP51117
1,AMP2315
1,AMP2858
1,AMP1377
0,AMP1148
1,AMP651
1,AMP1275
0,nonAMP127074
0,nonAMP126732
1,AMP1728
0,nonAMP46511
0,nonAMP66012
1,AMP304
0,AMP2688
1,AMP2034
0,nonAMP123189
1,AMP1042
1,AMP1110
1,AMP2252
1,AMP2090
1,AMP1665
0,nonAMP162923
0,nonAMP155073
0,nonAMP50277
1,nonAMP109198
0,nonAMP49278
1,AMP104
0,nonAMP155057
1,AMP1560
1,nonAMP68960
0,AMP2632
0,nonAMP93899
0,nonAMP139323
1,nonAMP115380
1,AMP110
0,nonAMP161405
1,AMP266
0,nonAMP153818
1,nonAMP17555
1,AMP989
0,nonAMP111660
1,AMP2354
0,nonAMP112898
0,nonAMP151674
1,nonAMP88677
0,nonAMP29066
0,nonAMP115692
1,nonAMP88040
0,nonAMP26813
1,AMP445
1,AMP1714
1,AMP2792
1,AMP506
1,AMP235
1,AMP1294
1,AMP1512
1,AMP167
0,nonAMP142001
1,AMP3256
0,nonAMP37309
0,nonAMP78244
1,AMP3104
1,nonAMP148570
1,nonAMP166736
1,AMP1080
0,nonAMP54288
0,nonAMP17791
1,AMP1754
0,nonAMP140516
0,AMP1494
1,AMP921
1,AMP1210
0,nonAMP107467
1,nonAMP110908
0,nonAMP48164
0,nonAMP118413
0,nonAMP146409
1,AMP64
1,AMP944
1,AMP2620
1,AMP2038
0,nonAMP43768
1,AMP144
0,nonAMP75399
0,nonAMP117282
1,AMP919
1,nonAMP14650
0,nonAMP21814
1,AMP2493
0,nonAMP106061
0,AMP1149
0,nonAMP118665
1,AMP1454
0,nonAMP51391
0,nonAMP75957
0,nonAMP15938
0,nonAMP99390
0,nonAMP132808
1,nonAMP88804
0,nonAMP77978
0,nonAMP12121
0,nonAMP108597
0,nonAMP126659
1,AMP2650
1,AMP3123
0,nonAMP98909
1,AMP1026
1,nonAMP116018
1,AMP2343
1,nonAMP148339
1,AMP2312
1,AMP1845
1,AMP996
1,AMP2812
1,AMP3160
1,AMP967
1,nonAMP112830
0,nonAMP153752
1,AMP1100
1,AMP2377
1,AMP2618
0,nonAMP89297
1,AMP1045
0,AMP3148
0,nonAMP16569
1,AMP1707
1,AMP2832
1,AMP905
0,AMP3036
0,nonAMP1510
1,AMP1117
0,nonAMP49702
1,AMP2254
0,nonAMP149876
0,nonAMP67644
0,nonAMP77660
0,nonAMP10298
1,AMP2124
1,AMP1721
1,AMP536
0,nonAMP159839
1,AMP1000
0,nonAMP118787
0,nonAMP19869
1,AMP2782
0,nonAMP137933
0,nonAMP10364
1,AMP2216
0,AMP1150
1,AMP2972
1,AMP2214
0,AMP3230
0,nonAMP166567
0,nonAMP8729
1,AMP47
1,AMP1592
0,nonAMP7767
1,AMP935
0,AMP3120
0,nonAMP17017
0,AMP1826
0,nonAMP101333
1,AMP1493
0,nonAMP79143
0,AMP46
0,nonAMP31517
0,nonAMP25377
0,nonAMP20235
1,nonAMP25038
0,nonAMP54356
1,AMP1539
0,nonAMP98415
1,AMP2081
0,nonAMP9000
0,nonAMP4351
0,nonAMP39943
1,AMP1696
0,nonAMP48292
1,AMP2906
1,AMP3090
1,nonAMP90970
0,nonAMP70779
0,nonAMP78357
1,AMP542
0,nonAMP8970
1,AMP1699
1,AMP3136
0,nonAMP99282
1,AMP657
0,nonAMP60545
1,AMP1082
1,AMP1370
1,AMP1901
0,nonAMP146218
1,AMP122
1,AMP1418
0,AMP45
0,nonAMP46533
0,nonAMP123790
0,nonAMP22678
0,nonAMP99277
0,nonAMP103095
1,AMP660
0,nonAMP126112
0,nonAMP149989
0,nonAMP108043
0,nonAMP67813
0,nonAMP144687
0,nonAMP39187
0,AMP350
1,AMP1122
1,AMP408
1,AMP1857
1,AMP1485
0,nonAMP125200
1,AMP138
0,nonAMP121850
0,nonAMP89955
1,AMP2370
1,AMP2337
1,AMP746
0,nonAMP48222
0,nonAMP27068
0,nonAMP141051
0,nonAMP42104
1,AMP2410
1,nonAMP5593
1,AMP2231
1,AMP486
1,AMP404
0,nonAMP118024
0,nonAMP153494
0,nonAMP96993
1,AMP152
0,nonAMP158309
1,AMP2538
0,nonAMP94955
1,AMP3068
1,nonAMP69613
1,AMP2457
1,AMP567
1,nonAMP103549
0,nonAMP138231
0,nonAMP121386
0,nonAMP1851
0,nonAMP22173
1,nonAMP65099
0,nonAMP49276
1,AMP1330
0,nonAMP8846
1,nonAMP27964
1,nonAMP131973
0,nonAMP103186
1,AMP1798
1,AMP472
0,nonAMP159792
0,AMP1632
1,AMP1686
1,AMP2884
0,nonAMP99437
1,nonAMP136399
0,nonAMP135991
1,nonAMP125598
0,nonAMP750
1,AMP1534
0,nonAMP55926
1,AMP1223
0,nonAMP28484
1,nonAMP46455
1,AMP1376
1,AMP2026
1,AMP2548
0,nonAMP76524
0,nonAMP105595
1,AMP2236
0,nonAMP6647
0,nonAMP53712
1,AMP1436
0,nonAMP79538
1,AMP2227
0,nonAMP51455
1,AMP2419
0,nonAMP98035
0,nonAMP142765
0,nonAMP31304
1,AMP1252
1,AMP1423
0,nonAMP94361
0,nonAMP156385
1,AMP1335
1,AMP44
0,nonAMP72840
1,nonAMP50132
0,nonAMP59400
1,AMP3028
1,nonAMP94379
1,AMP2578
1,nonAMP78563
0,nonAMP79209
1,AMP1727
1,AMP1172
1,AMP839
1,nonAMP3580
0,nonAMP142051
1,AMP1850
0,nonAMP141099
0,nonAMP33780
1,AMP2976
0,nonAMP46757
1,AMP1019
1,AMP1644
1,AMP2194
0,nonAMP143494
0,nonAMP45034
0,AMP2932
0,nonAMP150490
0,nonAMP16273
1,AMP287
0,AMP2791
1,AMP2336
0,nonAMP128022
1,AMP1564
1,nonAMP135636
0,nonAMP48159
1,AMP1222
0,nonAMP138411
1,AMP1771
0,AMP484
0,AMP1827
1,nonAMP153929
1,AMP2604
1,AMP2759
1,AMP199
1,AMP441
1,AMP2645
1,AMP653
0,AMP39
1,AMP1698
0,AMP1255
0,nonAMP165823
1,AMP2533
0,nonAMP78074
0,nonAMP90651
0,nonAMP148810
0,nonAMP157126
0,nonAMP97599
0,nonAMP156519
